neuro_author_s,title,journal,doi,pmid,date_not_actual,is_open_access,oa_type,oa_version,url_to_oa_version
Soheila Samiee; Esther Florin; Philippe Albouy; Sylvain Baillet,Cross-frequency brain network dynamics support pitch change detection,The Journal of Neuroscience,10.1523/JNEUROSCI.0630-21.2022,35351829,2022-03-29,True,green,publishedVersion,http://escholarship.mcgill.ca/downloads/9k41zk50k
R Nathan Spreng; Roni Setton; Elizabeth DuPre; Amber W Lockrow; Laetitia Mwilambwe-Tshilobo,Neurocognitive aging data release with behavioral[comma] structural and multi-echo functional MRI measures,Scientific Data,10.1038/s41597-022-01231-7,35351925,2022-03-29,True,gold,publishedVersion,https://www.nature.com/articles/s41597-022-01231-7.pdf
Simon Ducharme,Anomia is present pre-symptomatically in frontotemporal dementia due to MAPT mutations,Journal of Neurology,10.1007/s00415-022-11068-0,35348856,2022-03-29,True,hybrid,publishedVersion,https://link.springer.com/content/pdf/10.1007/s00415-022-11068-0.pdf
James A Desjardins; Mayada Elsabbagh,Anomia is present pre-symptomatically in frontotemporal dementia due to MAPT mutations,Journal of Neurology,10.1002/aur.2701,35348304,2022-03-29,DOI not found by Unpaywall., , , 
Blake A Richards,Forgetting Enhances Episodic Control With Structured Memories,Frontiers in Computational Neuroscience,10.3389/fncom.2022.757244,35399916,2022-03-25,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fncom.2022.757244/pdf
Gerardo Ramos-Palacios,SORL1 Polymorphisms in Mexican Patients with Alzheimer’s Disease,Genes,10.3390/genes13040587,35456392,2022-03-25,True,gold,publishedVersion,https://www.mdpi.com/2073-4425/13/4/587/pdf?version=1648206236
Michael Petrides,Editorial: In Search of the Neural Underpinnings and a Functional Definition of the Elusive “Working Memory”,Frontiers in Neurology,10.3389/fneur.2022.870063,35401407,2022-03-24,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fneur.2022.870063/pdf
Filip Morys,Food-Specific Inhibition Training for Food Devaluation: A Meta-Analysis,Nutrients,10.3390/nu14071363,35405975,2022-03-24,True,gold,publishedVersion,https://www.mdpi.com/2072-6643/14/7/1363/pdf?version=1649226426
Stanley Hum,Reducing research wastage by starting off on the right foot: optimally framing the research question,Quality of Life Research,10.1007/s11136-022-03117-y,35312956,2022-03-21,False,closed,none,none
Boris C Bernhardt; Jessica Royer; Raúl Rodríguez-Cruces; Reinder Vos de Wael,Perceptual coupling and decoupling of the default mode network during mind-wandering and reading,eLife,10.7554/eLife.74011,35311643,2022-03-21,True,gold,publishedVersion,https://doi.org/10.7554/elife.74011
Birgit Frauscher,Provocative Hyperventilation in a Patient With Stroke-Like Migraine Attacks After Radiation Therapy,JAMA Neurology,10.1001/jamaneurol.2022.0182,35311950,2022-03-21,False,closed,none,none
Aaron D Johnstone,Mitochondrial Reactive Oxygen Species Mediate Activation of TRPV1 and Calcium Entry Following Peripheral Sensory Axotomy,Frontiers in Molecular Neuroscience,10.3389/fnmol.2022.852181,35370552,2022-03-18,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fnmol.2022.852181/pdf
Danilo Bzdok,Trips and neurotransmitters: Discovering principled patterns across 6850 hallucinogenic experiences,Science Advances,10.1126/sciadv.abl6989,35294242,2022-03-18,True,gold,publishedVersion,https://doi.org/10.1126/sciadv.abl6989
Danilo Bzdok,Cross-ethnicity/race generalization failure of behavioral prediction from resting-state functional connectivity,Science Advances,10.1126/sciadv.abj1812,35294251,2022-03-18,True,green,publishedVersion,https://orbi.uliege.be/bitstream/2268/289493/1/Li_et_al_2022_SA.pdf
Douglas L Arnold,Effects of Dimethyl Fumarate on Brain Atrophy in Relapsing-Remitting Multiple Sclerosis: Pooled Analysis Phase 3 DEFINE and CONFIRM Studies,Frontiers in Neurology,10.3389/fneur.2022.809273,35370887,2022-03-18,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fneur.2022.809273/pdf
Josefina Maranzano,Multiple sclerosis cortical lesion detection with deep learning at ultra‐high‐field MRI,NMR in Biomedicine,10.1002/nbm.4730,35297114,2022-03-16,True,hybrid,publishedVersion,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/nbm.4730
Peter W Donhauser; Denise Klein,Audio-Tokens: A toolbox for rating[comma] sorting and comparing audio samples in the browser,Behavior Research Methods,10.3758/s13428-022-01803-w,35297013,2022-03-16,True,hybrid,publishedVersion,https://link.springer.com/content/pdf/10.3758/s13428-022-01803-w.pdf
Boris C Bernhardt,Distinct Functional Cortico-Striato-Thalamo-Cerebellar Networks in Genetic Generalized and Focal Epilepsies with Generalized Tonic-Clonic Seizures,Journal of Clinical Medicine,10.3390/jcm11061612,35329938,2022-03-15,True,gold,publishedVersion,https://www.mdpi.com/2077-0383/11/6/1612/pdf?version=1647312958
Guy A Rouleau; Dan Spiegelman,Whole exome sequencing in congenital hypothyroidism due to thyroid dysgenesis,Thyroid,10.1089/thy.2021.0597,35272499,2022-03-10,True,hybrid,publishedVersion,https://doi.org/10.1089/thy.2021.0597
Omid Tavassoly; Wen Luo; Esther Del Cid-Pellitero; Thomas M Durcan; Edward A Fon,A light-inducible protein clustering system for in vivo analysis of α-synuclein aggregation in Parkinson disease,PLOS Biology,10.1371/journal.pbio.3001578,35263320,2022-03-09,True,gold,publishedVersion,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3001578&type=printable
Alex I Wiesman,Differential impact of movement on the alpha and gamma dynamics serving visual processing,Journal of Neurophysiology,10.1152/jn.00380.2021,35264002,2022-03-09,False,closed,none,none
Douglas L Arnold,Effect of siponimod on magnetic resonance imaging measures of neurodegeneration and myelination in secondary progressive multiple sclerosis: Gray matter atrophy and magnetization transfer ratio analyses from the EXPAND phase 3 trial,Multiple Sclerosis Journal,10.1177/13524585221076717,35261318,2022-03-09,True,hybrid,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/13524585221076717
Mona Omidyeganeh; Philippe Massicotte,Cytoarchitectonic Maps of the Human Metathalamus in 3D Space,Frontiers in Neuroanatomy,10.3389/fnana.2022.837485,35350721,2022-03-08,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fnana.2022.837485/pdf
Maurice Ptito,Deductive Reasoning and Working Memory Skills in Individuals with Blindness,Sensors,10.3390/s22052062,35271210,2022-03-07,True,gold,publishedVersion,https://www.mdpi.com/1424-8220/22/5/2062/pdf?version=1646874969
Angela Genge,Defining cognitive impairment in amyotrophic lateral sclerosis: an evaluation of empirical approaches,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10.1080/21678421.2022.2039713,35253557,2022-03-07,True,hybrid,publishedVersion,https://www.tandfonline.com/doi/pdf/10.1080/21678421.2022.2039713?needAccess=true
Roni Setton; R Nathan Spreng,Temporal pole volume is associated with episodic autobiographical memory in healthy older adults,Hippocampus,10.1002/hipo.23411,35247210,2022-03-05,False,closed,none,none
Jinan Zeidan; Julie Scorah; Alaa Ibrahim; Afiqah Yusuf; Mayada Elsabbagh,Global prevalence of autism: A systematic review update,Autism Research,10.1002/aur.2696,35238171,2022-03-03,True,green,publishedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9310578
Jean-Francois Poulin,Editorial: Dopamine Neuron Diversity in Circuits and Diseases,Frontiers in Neural Circuits,10.3389/fncir.2022.856716,35310549,2022-03-02,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fncir.2022.856716/pdf
Giulia Fadda,Cognitive function in pediatric-onset relapsing myelin oligodendrocyte glycoprotein antibody-associated disease (MOGAD),Multiple Sclerosis and Related Disorders,10.1016/j.msard.2022.103689,35183817,2022-03-01,True,bronze,publishedVersion,http://www.msard-journal.com/article/S2211034822002048/pdf
Kenneth A Myers,De novo GLI3 Pathogenic Variants May Cause Hypotonia and a Range of Brain Malformations without Skeletal Abnormalities,Pediatric Neurology,10.1016/j.pediatrneurol.2022.03.005,35436645,2022-03-01,False,closed,none,none
Sridar Narayanan; Douglas L Arnold,Patterns of white and gray structural abnormality associated with paediatric demyelinating disorders,NeuroImage: Clinical,10.1016/j.nicl.2022.103001,35381508,2022-03-01,True,gold,publishedVersion,https://doi.org/10.1016/j.nicl.2022.103001
Katie M Lavigne; Alan C Evans,Medial temporal lobe and basal ganglia volume trajectories in persistent negative symptoms following a first episode of psychosis,Progress in Neuro-Psychopharmacology and Biological Psychiatry,10.1016/j.pnpbp.2022.110551,35304154,2022-03-01,False,closed,none,none
Sylvia Villeneuve,Prevalence Estimates of Amyloid Abnormality Across the Alzheimer Disease Clinical Spectrum,JAMA Neurology,10.1001/jamaneurol.2021.5216,35099509,2022-03-01,True,green,publishedVersion,https://cris.maastrichtuniversity.nl/ws/files/91629108/Janssen_2022_Prevalence_estimates_of_amyloid_abnormality.pdf
Roni Setton; Laetitia Mwilambwe-Tshilobo; Manesh Girn; Amber W Lockrow; Giulia Baracchini; Colleen Hughes; Danilo Bzdok; Bratislav Misic; Boris C Bernhardt; R Nathan Spreng,Age differences in the functional architecture of the human brain,Cerebral Cortex,10.1093/cercor/bhac056,35231927,2022-03-01,True,green,submittedVersion,https://www.biorxiv.org/content/biorxiv/early/2021/04/23/2021.03.31.437922.full.pdf
Uku Vainik,Beyond BMI: Personality traits’ associations with adiposity and metabolic rate,Physiology &amp; Behavior,10.1016/j.physbeh.2022.113703,35031345,2022-03-01,True,green,acceptedVersion,https://www.pure.ed.ac.uk/ws/files/258557082/Beyond_BMI_preprint.pdf
Allison A Dilliott; Sali Farhan,Genome-wide identification of the genetic basis of amyotrophic lateral sclerosis,Neuron,10.1016/j.neuron.2021.12.019,35045337,2022-03-01,True,hybrid,publishedVersion,https://doi.org/10.1016/j.neuron.2021.12.019
Paul S Giacomini,Safety experience with continued exposure to ofatumumab in patients with relapsing forms of multiple sclerosis for up to 3.5 years,Multiple Sclerosis Journal,10.1177/13524585221079731,35229668,2022-03-01,True,hybrid,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/13524585221079731
Cecilia Rocha,Post-transcriptional and Post-translational Modifications of Primary Cilia: How to Fine Tune Your Neuronal Antenna,Frontiers in Cellular Neuroscience,10.3389/fncel.2022.809917,35295905,2022-02-28,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fncel.2022.809917/pdf
Guy A Rouleau,Using polygenic scores and clinical data for bipolar disorder patient stratification and lithium response prediction: machine learning approach,The British Journal of Psychiatry,10.1192/bjp.2022.28,35225756,2022-02-28,True,hybrid,publishedVersion,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6AFF9E8BD7D3E7E086898EDB9522AAC1/S0007125022000289a.pdf/div-class-title-using-polygenic-scores-and-clinical-data-for-bipolar-disorder-patient-stratification-and-lithium-response-prediction-machine-learning-approach-div.pdf
Julie Scorah; Mandy Steiman,Project Extension for Community Health Outcomes (ECHO) Autism: A Successful Model to Increase Capacity in Community-Based Care,Brain Sciences,10.3390/brainsci12030327,35326283,2022-02-28,True,gold,publishedVersion,https://www.mdpi.com/2076-3425/12/3/327/pdf?version=1646126213
Kristiana Salmon,ALSUntangled #64: butyrates,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10.1080/21678421.2022.2045323,35225121,2022-02-28,True,bronze,publishedVersion,https://www.tandfonline.com/doi/pdf/10.1080/21678421.2022.2045323?needAccess=true
Bernard Brais,Reliability and validity of digital health metrics for assessing arm and hand impairments in an ataxic disorder,Annals of Clinical and Translational Neurology,10.1002/acn3.51493,35224896,2022-02-27,True,green,publishedVersion,https://www.research-collection.ethz.ch/bitstream/20.500.11850/536717/2/AnnClinTranslNeurol-2022-Kanzler-Reliabilityandvalidityofdigitalhealthmetricsforassessingarmandhand.pdf
Philippe Albouy; Zaida E Martinez-Moreno; Robert J Zatorre; Sylvain Baillet,Supramodality of neural entrainment: Rhythmic visual stimulation causally enhances auditory working memory performance,Science Advances,10.1126/sciadv.abj9782,35196074,2022-02-25,True,green,publishedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8865801
Robert Hopewell; Dean Jolly; Qian Ying Li; Karen Ross; I-Huang Tsai; Monica Lacatus-Samoila; Jean-Paul Soucy; Eliane Kobayashi; Pedro Rosa-Neto; Gassan Massarweh,High‐yielding[comma] automated radiosynthesis of [ <sup>11</sup> C]martinostat using [ <sup>11</sup> C]methyl triflate,Journal of Labelled Compounds and Radiopharmaceuticals,10.1002/jlcr.3968,35218059,2022-02-25,False,closed,none,none
Rahul Kumar; Vincent Francis; Gopinath Kulasekaran; Maleeha Khan; Gary A B Armstrong; Peter S McPherson,A cell-based GEF assay reveals new substrates for DENN domains and a role for DENND2B in primary ciliogenesis,Science Advances,10.1126/sciadv.abk3088,35196081,2022-02-25,True,green,publishedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8865772
Douglas L Arnold,Efficacy and Safety Outcomes with Diroximel Fumarate After Switching from Prior Therapies or Continuing on DRF: Results from the Phase 3 EVOLVE-MS-1 Study,Advances in Therapy,10.1007/s12325-022-02068-7,35211872,2022-02-24,True,hybrid,publishedVersion,https://link.springer.com/content/pdf/10.1007/s12325-022-02068-7.pdf
Patrick Dion; Jay P Ross; Guy A Rouleau,Genome-wide study of DNA methylation shows alterations in metabolic[comma] inflammatory[comma] and cholesterol pathways in ALS,Science Translational Medicine,10.1126/scitranslmed.abj0264,35196023,2022-02-23,True,green,publishedVersion,https://kclpure.kcl.ac.uk/ws/files/175705714/Genome_wide_study_of_DNA_methylation_shows_alterations_in_metabolic_inflammatory_and_cholesterol_pathways_in_ALS.pdf
Claire Magnussen; Samir Das; Alan C Evans; Angela Genge; Yasser Iturria-Medina; Hannah Kaneb; Jason Karamchandani,CAPTURE ALS: the comprehensive analysis platform to understand[comma] remedy and eliminate ALS,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,10.1080/21678421.2022.2041668,35195049,2022-02-23,True,hybrid,publishedVersion,https://www.tandfonline.com/doi/pdf/10.1080/21678421.2022.2041668?needAccess=true
Asmara Awada; Catherine Legault; Christopher C Pack,Training with optic flow stimuli promotes recovery in cortical blindness,Restorative Neurology and Neuroscience,10.3233/RNN-211223,35213337,2022-02-23,False,closed,none,none
Ali M Fazlollahi; Mohamad Bakhaidar; Ahmad Alsayegh; Recai Yilmaz; Alexander Winkler-Schwartz; Nykan Mirchi; Ian Langleben; Nicole Ledwos; Rolando F Del Maestro,Effect of Artificial Intelligence Tutoring vs Expert Instruction on Learning Simulated Surgical Skills Among Medical Students,JAMA Network Open,10.1001/jamanetworkopen.2021.49008,35191972,2022-02-22,True,gold,publishedVersion,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2789268/fazlollahi_2022_oi_211346_1644628736.68454.pdf
Vanessa J Li; Anne Schohl; Edward S Ruthazer,Topographic map formation and the effects of NMDA receptor blockade in the developing visual system,Proceedings of the National Academy of Sciences,10.1073/pnas.2107899119,35193956,2022-02-22,False,closed,none,none
Boris C Bernhardt,Neurobehavioral and Clinical Comorbidities in Epilepsy: The Role of White Matter Network Disruption,The Neuroscientist,10.1177/10738584221076133,35193421,2022-02-22,False,closed,none,none
Luke M Healy; Jo Anne Stratton; Tanja Kuhlmann; Jack Antel,The role of glial cells in multiple sclerosis disease progression,Nature Reviews Neurology,10.1038/s41582-022-00624-x,35190704,2022-02-21,False,closed,none,none
Golia Shafiei; Vincent Bazinet; Mahsa Dadar; Ana L Manera; D Louis Collins; Alain Dagher; Bratislav Misic; Simon Ducharme,Network structure and transcriptomic vulnerability shape atrophy in frontotemporal dementia,Brain,10.1093/brain/awac069,35188955,2022-02-21,True,hybrid,publishedVersion,https://academic.oup.com/brain/advance-article-pdf/doi/10.1093/brain/awac069/42571001/awac069.pdf
Moein Yaqubi,Olfactory receptors contribute to progression of kidney fibrosis,npj Systems Biology and Applications,10.1038/s41540-022-00217-w,35181660,2022-02-18,True,gold,publishedVersion,https://www.nature.com/articles/s41540-022-00217-w.pdf
Joseph Therriault; Tharick A Pascoal; Melissa Savard; Mira Chamoun; Firoza Lussier; Gassan Massarweh; Jean-Paul Soucy; Christine Tardif; Pedro Rosa-Neto,Association of locus coeruleus integrity with Braak stage and neuropsychiatric symptom severity in Alzheimer’s disease,Neuropsychopharmacology,10.1038/s41386-022-01293-6,35177805,2022-02-17,False,closed,none,none
Angela Genge,Validating Automatic Diadochokinesis Analysis Methods Across Dysarthria Severity and Syllable Task in Amyotrophic Lateral Sclerosis,Journal of Speech[comma] Language[comma] and Hearing Research,10.1044/2021_JSLHR-21-00503,35171700,2022-02-16,False,closed,none,none
Pat Korathanakhun; Jason Karamchandani; Rami Massie; Erin K O'Ferrall,Myositis with prominent B-cell aggregates causing shrinking lung syndrome in systemic lupus erythematosus: a case report,BMC Rheumatology,10.1186/s41927-021-00240-0,35168668,2022-02-16,True,gold,publishedVersion,https://bmcrheumatol.biomedcentral.com/track/pdf/10.1186/s41927-021-00240-0
Jesse M Klostranec,Cerebral neurovascular embryology[comma] anatomic variations[comma] and congenital brain arteriovenous lesions,Journal of NeuroInterventional Surgery,10.1136/neurintsurg-2021-018607,35169032,2022-02-15,True,bronze,publishedVersion,https://jnis.bmj.com/content/neurintsurg/early/2022/02/14/neurintsurg-2021-018607.full.pdf
Pik-Shan Lo; Vladimir V Rymar; Timothy E Kennedy; Abbas F Sadikot,The netrin‐1 receptor DCC promotes the survival of a subpopulation of midbrain dopaminergic neurons: Relevance for ageing and Parkinson’s disease,Journal of Neurochemistry,10.1111/jnc.15579,35118677,2022-02-14,True,green,publishedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9305203
Moein Yaqubi; Carlo Santaguida; Ji Zhang; Luke M Healy,Single-cell RNA sequencing reveals time- and sex-specific responses of mouse spinal cord microglia to peripheral nerve injury and links ApoE to chronic pain,Nature Communications,10.1038/s41467-022-28473-8,35149686,2022-02-11,True,gold,publishedVersion,https://www.nature.com/articles/s41467-022-28473-8.pdf
Josefina Maranzano; Samson Antel; Dumitru Fetco; Sridar Narayanan,Cortical lesion hotspots and association of subpial lesions with disability in multiple sclerosis,Multiple Sclerosis Journal,10.1177/13524585211069167,35142571,2022-02-10,True,green,acceptedVersion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9256754
Guy Rouleau,Investigating the phenotypic and genetic associations between personality traits and suicidal behavior across major mental health diagnoses,European Archives of Psychiatry and Clinical Neuroscience,10.1007/s00406-021-01366-5,35146571,2022-02-10,True,hybrid,publishedVersion,https://link.springer.com/content/pdf/10.1007/s00406-021-01366-5.pdf
Thomas Vincent; Giovanni Pellegrino; Christophe Grova,Diffuse optical reconstructions of functional near infrared spectroscopy data using maximum entropy on the mean,Scientific Reports,10.1038/s41598-022-06082-1,35145148,2022-02-10,True,gold,publishedVersion,https://www.nature.com/articles/s41598-022-06082-1.pdf
Christopher D Rowley,Network properties of intracortical myelin associated with psychosocial functioning in bipolar I disorder,Bipolar Disorders,10.1111/bdi.13181,35114029,2022-02-08,False,closed,none,none
Raul Rodriguez-Cruces; Jessica Royer; Sara Larivière; Boris C Bernhardt,Multimodal connectome biomarkers of cognitive and affective dysfunction in the common epilepsies,Network Neuroscience,10.1162/netn_a_00237,35733426,2022-02-08,True,gold,publishedVersion,https://direct.mit.edu/netn/article-pdf/6/2/320/2028100/netn_a_00237.pdf
Boris Bernhardt,Subtly altered topological asymmetry of brain structural covariance networks in autism spectrum disorder across 43 datasets from the ENIGMA consortium,Molecular Psychiatry,10.1038/s41380-022-01452-7,35136228,2022-02-08,True,hybrid,publishedVersion,https://www.nature.com/articles/s41380-022-01452-7.pdf
Paul S Giacomini,Safety of Fingolimod in Patients with Multiple Sclerosis Switched from Natalizumab: Results from TRANSITION―A 2-Year[comma] Multicenter[comma] Observational[comma] Cohort Study,Brain Sciences,10.3390/brainsci12020215,35203978,2022-02-04,True,gold,publishedVersion,https://www.mdpi.com/2076-3425/12/2/215/pdf?version=1644562471
Jillian McCarthy; Yasser Iturria-Medina; Simon Ducharme,Data‐driven staging of genetic frontotemporal dementia using multi‐modal MRI,Human Brain Mapping,10.1002/hbm.25727,35118777,2022-02-03,True,gold,publishedVersion,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25727
Roberta La Piana; Geneviève Bernard,Clinical[comma] neuroradiological[comma] and molecular characterization of patients with atypical Zellweger spectrum disorder caused by PEX16 mutations: a case series,neurogenetics,10.1007/s10048-022-00684-7,35106698,2022-02-02,False,closed,none,none
Danilo Bzdok,Sex-specific lesion pattern of functional outcomes after stroke,Brain Communications,10.1093/braincomms/fcac020,35282166,2022-02-02,True,gold,publishedVersion,https://academic.oup.com/braincomms/article-pdf/4/2/fcac020/42828689/fcac020.pdf
Nicole Ledwos; Nykan Mirchi; Recai Yilmaz; Alexander Winkler-Schwartz; Anika Sawni; Ali M Fazlollahi; Vincent Bissonnette; Rolando F Del Maestro,Assessment of learning curves on a simulated neurosurgical task using metrics selected by artificial intelligence,Journal of Neurosurgery,10.3171/2021.12.JNS211563,35120309,2022-02-01,False,closed,none,none
Birgit Frauscher,Barques are generated in posterior hippocampus and phase reverse over lateral posterior hippocampal surface,Clinical Neurophysiology,10.1016/j.clinph.2022.01.132,35168029,2022-02-01,False,closed,none,none
Vincent Soubannier; Gilles Maussion; Edward A Fon; Thomas M Durcan,FOXG1 dose tunes cell proliferation dynamics in human forebrain progenitor cells,Stem Cell Reports,10.1016/j.stemcr.2022.01.010,35148845,2022-02-01,True,gold,publishedVersion,http://www.cell.com/article/S2213671122000546/pdf
A L Lafontaine,Inflammatory markers and BDNF in obstructive sleep apnea (OSA) in Parkinson’s Disease (PD),Sleep Medicine,10.1016/j.sleep.2021.11.018,35228136,2022-02-01,False,closed,none,none
Simon Ducharme,Examining empathy deficits across familial forms of frontotemporal dementia within the GENFI cohort,Cortex,10.1016/j.cortex.2022.01.012,35325762,2022-02-01,True,hybrid,publishedVersion,https://doi.org/10.1016/j.cortex.2022.01.012
Reinder Vos de Wael; Boris Bernhardt,Individual differences in gradients of intrinsic connectivity within the semantic network relate to distinct aspects of semantic cognition,Cortex,10.1016/j.cortex.2022.01.019,35339787,2022-02-01,False,closed,none,none
Nicholas Benfey; David Foubert; Edward S Ruthazer,Glia Regulate the Development[comma] Function[comma] and Plasticity of the Visual System From Retina to Cortex,Frontiers in Neural Circuits,10.3389/fncir.2022.826664,35177968,2022-02-01,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fncir.2022.826664/pdf
Douglas L Arnold,How patients with multiple sclerosis acquire disability,Brain,10.1093/brain/awac016,35104840,2022-02-01,True,hybrid,publishedVersion,https://academic.oup.com/brain/advance-article-pdf/doi/10.1093/brain/awac016/42358857/awac016.pdf
Calwing Liao; Charles-Etienne Castonguay; Veikko Vuokila; Miranda Medeiros; Gabrielle Houle; Fulya Akçimen; Jay P Ross; Helene Catoire; Simon L Girard; Ronald B Postuma; Geneviève Bernard; Patrick A Dion; Guy A Rouleau,Association of Essential Tremor With Novel Risk Loci,JAMA Neurology,10.1001/jamaneurol.2021.4781,34982113,2022-02-01,True,hybrid,publishedVersion,https://jamanetwork.com/journals/jamaneurology/articlepdf/2787239/jamaneurology_liao_2022_oi_210083_1644604359.06757.pdf
Lesley K Fellows,Factors partitioning physical frailty in people aging with HIV: A classification and regression tree approach,HIV Medicine,10.1111/hiv.13236,35106895,2022-02-01,False,closed,none,none
Serge Gauthier; Pedro Rosa-Neto,Cerebrospinal fluid p-tau231 as an early indicator of emerging pathology in Alzheimer's disease,eBioMedicine,10.1016/j.ebiom.2022.103836,35158308,2022-02-01,True,gold,publishedVersion,http://www.thelancet.com/article/S2352396422000202/pdf
Clotilde Lecrux,Editorial: Involvement of Blood Brain Barrier Efficacy[comma] Neurovascular Coupling[comma] and Angiogenesis in the Healthy and Diseased Brain[comma] Volume II,Frontiers in Physiology,10.3389/fphys.2022.829901,35173632,2022-01-31,True,gold,publishedVersion,https://www.frontiersin.org/articles/10.3389/fphys.2022.829901/pdf
Patrick A Dion; Jay P Ross; Guy A Rouleau,Author Correction: Common and rare variant association analyses in amyotrophic lateral sclerosis identify 15 risk loci with distinct genetic architectures and neuron-specific biology,Nature Genetics,10.1038/s41588-022-01020-3,35102318,2022-01-31,True,hybrid,publishedVersion,https://www.nature.com/articles/s41588-022-01020-3.pdf
Mandy Steiman; Mayada Elsabbagh,Predictors of language regression and its association with subsequent communication development in children with autism,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13565,35098539,2022-01-30,True,green,acceptedVersion,https://e-space.mmu.ac.uk/629231/1/Child%20Psychology%20Psychiatry%20-%202022%20-%20Pickles%20-%20Predictors%20of%20language%20regression%20and%20its%20association%20with%20subsequent.pdf
Ziv Gan-Or,Reply to: No Evidence that Glucosylsphingosine Is a Biomarker for Parkinson Disease,Movement Disorders,10.1002/mds.28936,35092096,2022-01-29,False,closed,none,none
Jessica Royer; Boris C Bernhardt; Sara Larivière,Epilepsy and brain network hubs,Epilepsia,10.1111/epi.17171,35092011,2022-01-28,False,closed,none,none
Alex I Wiesman,Spatially resolved neural slowing predicts impairment and amyloid burden in Alzheimer’s disease,Brain,10.1093/brain/awab430,35088842,2022-01-28,True,hybrid,publishedVersion,https://academic.oup.com/brain/article-pdf/145/6/2177/44544061/awab430.pdf
Katharina Schiller; Tamir Avigdor,Monitoring Glucose Concentrations in Children with Epilepsy on a Ketogenic Diet,Healthcare,10.3390/healthcare10020245,35206860,2022-01-27,True,gold,publishedVersion,https://www.mdpi.com/2227-9032/10/2/245/pdf?version=1643287182
Vincent Soubannier; Mathilde Chaineau; Lale Gursu; Ghazal Haghi; Anna Kristyna Franco Flores; Guy Rouleau; Thomas M Durcan; Stefano Stifani,Rapid Generation of Ventral Spinal Cord-like Astrocytes from Human iPSCs for Modeling Non-Cell Autonomous Mechanisms of Lower Motor Neuron Disease,Cells,10.3390/cells11030399,35159209,2022-01-24,True,gold,publishedVersion,https://www.mdpi.com/2073-4409/11/3/399/pdf?version=1643035528
Yasser Iturria-Medina; Paolo Vitali; Serge Gauthier; Pedro Rosa-Neto,Impact of long- and short-range fiber depletion on the cognitive deficits of fronto-temporal dementia,eLife,10.7554/eLife.73510,35073256,2022-01-24,True,gold,publishedVersion,https://doi.org/10.7554/elife.73510
Marie-Christin Guiot; Kevin Petrecca,Molecular features of glioblastomas in long-term survivors compared to short-term survivors—a matched-pair analysis,Radiation Oncology,10.1186/s13014-022-01984-w,35073955,2022-01-24,True,gold,publishedVersion,https://ro-journal.biomedcentral.com/track/pdf/10.1186/s13014-022-01984-w
Mathieu Landry,EXPRESS: The Rubber Hand Illusion: Top-Down Attention Modulates Embodiment,Quarterly Journal of Experimental Psychology,10.1177/17470218221078858,35073801,2022-01-24,True,hybrid,publishedVersion,https://journals.sagepub.com/doi/pdf/10.1177/17470218221078858
Sandra Reiter-Campeau; François Dubeau,Insular Involvement in Cases of Epilepsy Surgery Failure,Brain Sciences,10.3390/brainsci12020125,35203889,2022-01-18,True,gold,publishedVersion,https://www.mdpi.com/2076-3425/12/2/125/pdf?version=1642505340
Maiya Rachel Geddes,Resting state functional connectivity provides mechanistic predictions of future changes in sedentary behavior,Scientific Reports,10.1038/s41598-021-04738-y,35042916,2022-01-18,True,gold,publishedVersion,https://www.nature.com/articles/s41598-021-04738-y.pdf
Mohamed A Eldeeb,Regulation of Neurodegeneration-associated Protein Fragments by the N-degron Pathways,Neurotoxicity Research,10.1007/s12640-021-00396-0,35043375,2022-01-18,False,closed,none,none
Simon Ducharme,An Automated Toolbox to Predict Single Subject Atrophy in Presymptomatic Granulin Mutation Carriers,Journal of Alzheimer's Disease,10.3233/JAD-215447,35068455,2022-01-17,True,green,acceptedVersion,https://lirias.kuleuven.be/bitstream/20.500.12942/691934/2/Premi_et_al_GENFI6_manuscript_JAD_PDF.pdf
